Grid_ID,UnitName,Year,Week,Crime_Count,Risk_Label
1209_7756,Basaveshwara Nagar PS,2017,18,1,Low
1209_7756,Basaveshwara Nagar PS,2017,19,1,Low
1209_7756,Basaveshwara Nagar PS,2017,21,1,Low
1209_7756,Basaveshwara Nagar PS,2017,29,1,Low
1209_7756,Basaveshwara Nagar PS,2017,31,2,Medium
1209_7756,Basaveshwara Nagar PS,2017,37,1,Low
1209_7756,Basaveshwara Nagar PS,2017,38,1,Low
1209_7756,Basaveshwara Nagar PS,2017,41,2,Medium
1209_7756,Basaveshwara Nagar PS,2017,44,1,Low
1209_7756,Basaveshwara Nagar PS,2017,46,1,Low
1209_7756,Basaveshwara Nagar PS,2018,3,1,Low
1209_7756,Basaveshwara Nagar PS,2018,15,1,Low
1209_7756,Basaveshwara Nagar PS,2018,21,1,Low
1209_7756,Basaveshwara Nagar PS,2018,29,1,Low
1209_7756,Basaveshwara Nagar PS,2018,33,1,Low
1209_7756,Basaveshwara Nagar PS,2018,34,2,Medium
1209_7756,Basaveshwara Nagar PS,2018,38,1,Low
1209_7756,Basaveshwara Nagar PS,2019,3,2,Medium
1209_7756,Basaveshwara Nagar PS,2019,4,1,Low
1209_7756,Basaveshwara Nagar PS,2019,19,1,Low
1209_7756,Basaveshwara Nagar PS,2019,21,1,Low
1209_7756,Basaveshwara Nagar PS,2019,23,1,Low
1209_7756,Basaveshwara Nagar PS,2019,28,2,Medium
1209_7756,Basaveshwara Nagar PS,2019,43,1,Low
1209_7756,Basaveshwara Nagar PS,2019,44,1,Low
1209_7756,Basaveshwara Nagar PS,2019,46,2,Medium
1209_7756,Basaveshwara Nagar PS,2020,23,1,Low
1209_7756,Basaveshwara Nagar PS,2022,14,1,Low
1209_7760,Ashoknagar PS,2023,48,2,Medium
1209_7760,Ashoknagar PS,2023,52,2,Medium
1209_7760,East CEN Crime PS,2020,10,1,Low
1209_7760,East CEN Crime PS,2020,11,4,High
1209_7760,East CEN Crime PS,2020,12,3,Medium
1209_7760,East CEN Crime PS,2020,13,1,Low
1209_7760,East CEN Crime PS,2020,14,2,Medium
1209_7760,East CEN Crime PS,2020,15,1,Low
1209_7760,East CEN Crime PS,2020,16,4,High
1209_7760,East CEN Crime PS,2020,17,3,Medium
1209_7760,East CEN Crime PS,2020,18,4,High
1209_7760,East CEN Crime PS,2020,19,4,High
1209_7760,East CEN Crime PS,2020,20,4,High
1209_7760,East CEN Crime PS,2020,21,9,High
1209_7760,East CEN Crime PS,2020,22,4,High
1209_7760,East CEN Crime PS,2020,23,10,High
1209_7760,East CEN Crime PS,2020,24,7,High
1209_7760,East CEN Crime PS,2020,25,4,High
1209_7760,East CEN Crime PS,2020,26,5,High
1209_7760,East CEN Crime PS,2020,29,3,Medium
1209_7760,East CEN Crime PS,2020,30,10,High
1209_7760,East CEN Crime PS,2020,31,7,High
1209_7760,East CEN Crime PS,2020,32,10,High
1209_7760,East CEN Crime PS,2020,33,8,High
1209_7760,East CEN Crime PS,2020,34,6,High
1209_7760,East CEN Crime PS,2020,35,5,High
1209_7760,East CEN Crime PS,2020,36,6,High
1209_7760,East CEN Crime PS,2020,37,7,High
1209_7760,East CEN Crime PS,2020,38,13,High
1209_7760,East CEN Crime PS,2020,39,7,High
1209_7760,East CEN Crime PS,2020,40,9,High
1209_7760,East CEN Crime PS,2020,41,2,Medium
1209_7760,East CEN Crime PS,2020,42,5,High
1209_7760,East CEN Crime PS,2020,43,3,Medium
1209_7760,East CEN Crime PS,2020,44,4,High
1209_7760,East CEN Crime PS,2020,45,7,High
1209_7760,East CEN Crime PS,2020,46,5,High
1209_7760,East CEN Crime PS,2020,47,9,High
1209_7760,East CEN Crime PS,2020,48,7,High
1209_7760,East CEN Crime PS,2020,49,7,High
1209_7760,East CEN Crime PS,2020,50,5,High
1209_7760,East CEN Crime PS,2020,51,10,High
1209_7760,East CEN Crime PS,2020,52,14,High
1209_7760,East CEN Crime PS,2020,53,5,High
1209_7760,East CEN Crime PS,2021,1,8,High
1209_7760,East CEN Crime PS,2021,2,5,High
1209_7760,East CEN Crime PS,2021,3,5,High
1209_7760,East CEN Crime PS,2021,4,4,High
1209_7760,East CEN Crime PS,2021,6,4,High
1209_7760,East CEN Crime PS,2021,7,2,Medium
1209_7760,East CEN Crime PS,2021,8,1,Low
1209_7760,East CEN Crime PS,2021,9,2,Medium
1209_7760,East CEN Crime PS,2021,10,4,High
1209_7760,East CEN Crime PS,2021,11,2,Medium
1209_7760,East CEN Crime PS,2021,12,3,Medium
1209_7760,East CEN Crime PS,2021,13,2,Medium
1209_7760,East CEN Crime PS,2021,14,2,Medium
1209_7760,East CEN Crime PS,2021,15,1,Low
1209_7760,East CEN Crime PS,2021,17,1,Low
1209_7760,East CEN Crime PS,2021,20,3,Medium
1209_7760,East CEN Crime PS,2021,21,5,High
1209_7760,East CEN Crime PS,2021,22,5,High
1209_7760,East CEN Crime PS,2021,23,3,Medium
1209_7760,East CEN Crime PS,2021,24,6,High
1209_7760,East CEN Crime PS,2021,25,3,Medium
1209_7760,East CEN Crime PS,2021,26,4,High
1209_7760,East CEN Crime PS,2021,27,6,High
1209_7760,East CEN Crime PS,2021,28,10,High
1209_7760,East CEN Crime PS,2021,29,12,High
1209_7760,East CEN Crime PS,2021,30,8,High
1209_7760,East CEN Crime PS,2021,31,5,High
1209_7760,East CEN Crime PS,2021,32,3,Medium
1209_7760,East CEN Crime PS,2021,33,3,Medium
1209_7760,East CEN Crime PS,2021,34,8,High
1209_7760,East CEN Crime PS,2021,35,5,High
1209_7760,East CEN Crime PS,2021,36,2,Medium
1209_7760,East CEN Crime PS,2021,37,12,High
1209_7760,East CEN Crime PS,2021,38,10,High
1209_7760,East CEN Crime PS,2021,39,4,High
1209_7760,East CEN Crime PS,2021,40,4,High
1209_7760,East CEN Crime PS,2021,41,3,Medium
1209_7760,East CEN Crime PS,2021,42,3,Medium
1209_7760,East CEN Crime PS,2021,43,4,High
1209_7760,East CEN Crime PS,2021,44,3,Medium
1209_7760,East CEN Crime PS,2021,45,8,High
1209_7760,East CEN Crime PS,2021,46,3,Medium
1209_7760,East CEN Crime PS,2021,47,3,Medium
1209_7760,East CEN Crime PS,2021,48,2,Medium
1209_7760,East CEN Crime PS,2021,49,5,High
1209_7760,East CEN Crime PS,2021,50,3,Medium
1209_7760,East CEN Crime PS,2021,51,5,High
1209_7760,East CEN Crime PS,2021,52,2,Medium
1209_7760,East CEN Crime PS,2022,1,3,Medium
1209_7760,East CEN Crime PS,2022,3,1,Low
1209_7760,East CEN Crime PS,2022,4,7,High
1209_7760,East CEN Crime PS,2022,5,3,Medium
1209_7760,East CEN Crime PS,2022,6,3,Medium
1209_7760,East CEN Crime PS,2022,7,6,High
1209_7760,East CEN Crime PS,2022,8,3,Medium
1209_7760,East CEN Crime PS,2022,9,7,High
1209_7760,East CEN Crime PS,2022,10,1,Low
1209_7760,East CEN Crime PS,2022,11,7,High
1209_7760,East CEN Crime PS,2022,12,3,Medium
1209_7760,East CEN Crime PS,2022,13,1,Low
1209_7760,East CEN Crime PS,2022,14,5,High
1209_7760,East CEN Crime PS,2022,15,2,Medium
1209_7760,East CEN Crime PS,2022,16,5,High
1209_7760,East CEN Crime PS,2022,17,9,High
1209_7760,East CEN Crime PS,2022,18,7,High
1209_7760,East CEN Crime PS,2022,19,3,Medium
1209_7760,East CEN Crime PS,2022,20,5,High
1209_7760,East CEN Crime PS,2022,21,4,High
1209_7760,East CEN Crime PS,2022,22,6,High
1209_7760,East CEN Crime PS,2022,23,4,High
1209_7760,East CEN Crime PS,2022,24,6,High
1209_7760,East CEN Crime PS,2022,25,4,High
1209_7760,East CEN Crime PS,2022,26,8,High
1209_7760,East CEN Crime PS,2022,27,5,High
1209_7760,East CEN Crime PS,2022,28,6,High
1209_7760,East CEN Crime PS,2022,29,8,High
1209_7760,East CEN Crime PS,2022,30,5,High
1209_7760,East CEN Crime PS,2022,31,8,High
1209_7760,East CEN Crime PS,2022,32,8,High
1209_7760,East CEN Crime PS,2022,33,9,High
1209_7760,East CEN Crime PS,2022,34,7,High
1209_7760,East CEN Crime PS,2022,35,7,High
1209_7760,East CEN Crime PS,2022,36,4,High
1209_7760,East CEN Crime PS,2022,37,4,High
1209_7760,East CEN Crime PS,2022,38,5,High
1209_7760,East CEN Crime PS,2022,39,7,High
1209_7760,East CEN Crime PS,2022,40,5,High
1209_7760,East CEN Crime PS,2022,41,6,High
1209_7760,East CEN Crime PS,2022,42,5,High
1209_7760,East CEN Crime PS,2022,43,5,High
1209_7760,East CEN Crime PS,2022,44,4,High
1209_7760,East CEN Crime PS,2022,45,9,High
1209_7760,East CEN Crime PS,2022,46,13,High
1209_7760,East CEN Crime PS,2022,47,6,High
1209_7760,East CEN Crime PS,2022,48,7,High
1209_7760,East CEN Crime PS,2022,49,5,High
1209_7760,East CEN Crime PS,2022,50,13,High
1209_7760,East CEN Crime PS,2022,51,6,High
1209_7760,East CEN Crime PS,2022,52,6,High
1209_7760,East CEN Crime PS,2023,1,10,High
1209_7760,East CEN Crime PS,2023,2,9,High
1209_7760,East CEN Crime PS,2023,3,8,High
1209_7760,East CEN Crime PS,2023,4,8,High
1209_7760,East CEN Crime PS,2023,5,4,High
1209_7760,East CEN Crime PS,2023,6,7,High
1209_7760,East CEN Crime PS,2023,7,14,High
1209_7760,East CEN Crime PS,2023,8,9,High
1209_7760,East CEN Crime PS,2023,9,15,High
1209_7760,East CEN Crime PS,2023,10,15,High
1209_7760,East CEN Crime PS,2023,11,15,High
1209_7760,East CEN Crime PS,2023,12,7,High
1209_7760,East CEN Crime PS,2023,13,9,High
1209_7760,East CEN Crime PS,2023,14,9,High
1209_7760,East CEN Crime PS,2023,15,9,High
1209_7760,East CEN Crime PS,2023,16,16,High
1209_7760,East CEN Crime PS,2023,17,17,High
1209_7760,East CEN Crime PS,2023,18,13,High
1209_7760,East CEN Crime PS,2023,19,12,High
1209_7760,East CEN Crime PS,2023,20,11,High
1209_7760,East CEN Crime PS,2023,21,11,High
1209_7760,East CEN Crime PS,2023,22,13,High
1209_7760,East CEN Crime PS,2023,23,12,High
1209_7760,East CEN Crime PS,2023,24,9,High
1209_7760,East CEN Crime PS,2023,25,11,High
1209_7760,East CEN Crime PS,2023,26,9,High
1209_7760,East CEN Crime PS,2023,27,8,High
1209_7760,East CEN Crime PS,2023,28,6,High
1209_7760,East CEN Crime PS,2023,29,13,High
1209_7760,East CEN Crime PS,2023,30,10,High
1209_7760,East CEN Crime PS,2023,31,6,High
1209_7760,East CEN Crime PS,2023,32,7,High
1209_7760,East CEN Crime PS,2023,34,3,Medium
1209_7760,East CEN Crime PS,2023,35,3,Medium
1209_7760,East CEN Crime PS,2023,36,4,High
1209_7760,East CEN Crime PS,2023,37,6,High
1209_7760,East CEN Crime PS,2023,38,4,High
1209_7760,East CEN Crime PS,2023,39,2,Medium
1209_7760,East CEN Crime PS,2023,40,4,High
1209_7760,East CEN Crime PS,2023,42,6,High
1209_7760,East CEN Crime PS,2023,43,1,Low
1209_7760,East CEN Crime PS,2023,44,5,High
1209_7760,East CEN Crime PS,2023,45,7,High
1209_7760,East CEN Crime PS,2023,46,3,Medium
1209_7760,East CEN Crime PS,2023,47,8,High
1209_7760,East CEN Crime PS,2023,48,3,Medium
1209_7760,East CEN Crime PS,2023,49,5,High
1209_7760,East CEN Crime PS,2023,50,4,High
1209_7760,East CEN Crime PS,2023,51,4,High
1209_7760,East CEN Crime PS,2023,52,5,High
1209_7771,K.R.Puram Traffic PS,2019,50,1,Low
1209_7799,Basaveshwara Nagar PS,2017,4,1,Low
1209_7799,Basaveshwara Nagar PS,2017,5,1,Low
1210_7754,Rajarajeshwari Nagar PS,2019,32,1,Low
1211_7755,Basaveshwara Nagar PS,2018,14,2,Medium
1211_7755,Basaveshwara Nagar PS,2019,29,1,Low
1211_7755,Basaveshwara Nagar PS,2019,31,1,Low
1211_7755,Basaveshwara Nagar PS,2022,3,1,Low
1212_1325,Malleshwaram PS,2016,24,1,Low
1212_7512,Mahadevapura PS,2023,29,1,Low
1212_7712,Central CEN Crime PS,2023,24,1,Low
1212_7712,Siddapura PS,2023,29,1,Low
1212_7712,Siddapura PS,2023,43,1,Low
1212_7712,Siddapura PS,2023,52,1,Low
1212_7714,Rajarajeshwari Nagar PS,2019,27,1,Low
1212_7721,Central CEN Crime PS,2023,27,1,Low
1212_7722,South CEN Crime PS,2023,49,1,Low
1212_7723,Central CEN Crime PS,2023,45,1,Low
1212_7724,Central CEN Crime PS,2023,48,1,Low
1212_7732,Central CEN Crime PS,2023,48,1,Low
1212_7742,Central CEN Crime PS,2023,43,1,Low
1212_7742,Central CEN Crime PS,2023,49,1,Low
1212_7744,Rajajinagar Traffic PS,2023,26,1,Low
1212_7745,Central CEN Crime PS,2023,43,1,Low
1212_7745,Rajarajeshwari Nagar PS,2019,42,1,Low
1212_7747,Jnanabharathi PS,2023,22,1,Low
1212_7748,Jnanabharathi PS,2023,2,1,Low
1212_7749,West CEN Crime PS,2022,36,1,Low
1212_7765,Mahadevapura PS,2023,31,1,Low
1212_7765,Mahadevapura PS,2023,32,1,Low
1212_7777,Thalaghattapura PS,2023,40,1,Low
1213_7712,Madivala PS,2023,48,1,Low
1213_7712,Madivala PS,2023,51,1,Low
1213_7721,Central CEN Crime PS,2023,27,1,Low
1214_7714,Rajarajeshwari Nagar PS,2019,28,1,Low
1214_7716,Hulimavu PS,2022,10,1,Low
1214_7716,Hulimavu PS,2023,49,1,Low
1214_7716,Hulimavu PS,2023,50,1,Low
1214_7735,Rajarajeshwari Nagar PS,2021,50,1,Low
1214_7745,Hulimavu PS,2023,34,1,Low
1214_7745,Hulimavu PS,2023,36,1,Low
1214_7745,Hulimavu PS,2023,46,2,Medium
1214_7745,SouthEast CEN Crime PS,2023,47,1,Low
1214_7745,SouthEast CEN Crime PS,2023,48,1,Low
1214_7748,Annapoorneshwari Nagar PS,2023,46,1,Low
1214_7754,Hulimavu PS,2023,38,1,Low
1214_7754,Hulimavu PS,2023,49,1,Low
1215_7664,Chandra Layout PS,2023,33,1,Low
1215_7710,Kalasipalya PS,2021,25,1,Low
1215_7710,Kalasipalya PS,2022,38,1,Low
1215_7712,Rajarajeshwari Nagar PS,2022,27,1,Low
1215_7715,City Market PS,2023,42,1,Low
1215_7715,Rajarajeshwari Nagar PS,2019,41,1,Low
