Grid_ID,Date,Crime_Count
1194_7866,2018-03-03,2
1194_7866,2018-03-05,1
1194_7866,2018-03-06,3
1194_7866,2018-03-07,3
1194_7866,2018-03-08,3
1194_7866,2018-03-09,7
1194_7866,2018-03-10,3
1194_7866,2018-03-12,2
1194_7866,2018-03-13,4
1194_7866,2018-03-14,4
1194_7866,2018-03-15,2
1194_7866,2018-03-16,1
1194_7866,2018-03-17,3
1194_7866,2018-03-19,6
1194_7866,2018-03-20,2
1194_7866,2018-03-21,2
1194_7866,2018-03-22,4
1194_7866,2018-03-23,2
1194_7866,2018-03-24,1
1194_7866,2018-03-26,1
1194_7866,2018-03-27,6
1194_7866,2018-03-28,7
1194_7866,2018-03-29,5
1194_7866,2018-03-31,2
1194_7866,2018-04-02,9
1194_7866,2018-04-03,5
1194_7866,2018-04-04,2
1194_7866,2018-04-05,9
1194_7866,2018-04-06,5
1194_7866,2018-04-07,10
1194_7866,2018-04-09,3
1194_7866,2018-04-10,6
1194_7866,2018-04-11,3
1194_7866,2018-04-12,3
1194_7866,2018-04-13,6
1194_7866,2018-04-14,2
1194_7866,2018-04-16,2
1194_7866,2018-04-17,3
1194_7866,2018-04-18,2
1194_7866,2018-04-19,3
1194_7866,2018-04-20,3
1194_7866,2018-04-21,2
1194_7866,2018-04-22,1
1194_7866,2018-04-23,2
1194_7866,2018-04-24,6
1194_7866,2018-04-25,2
1194_7866,2018-04-26,3
1194_7866,2018-04-27,4
1194_7866,2018-04-28,4
1194_7866,2018-04-30,2
1194_7866,2018-05-01,5
1194_7866,2018-05-02,4
1194_7866,2018-05-03,5
1194_7866,2018-05-04,2
1194_7866,2018-05-05,5
1194_7866,2018-05-07,8
1194_7866,2018-05-08,6
1194_7866,2018-05-09,3
1194_7866,2018-05-10,5
1194_7866,2018-05-11,2
1194_7866,2018-05-14,6
1194_7866,2018-05-15,2
1194_7866,2018-05-16,9
1194_7866,2018-05-17,1
1194_7866,2018-05-18,4
1194_7866,2018-05-19,3
1194_7866,2018-05-21,6
1194_7866,2018-05-22,6
1194_7866,2018-05-23,4
1194_7866,2018-05-24,1
1194_7866,2018-05-25,4
1194_7866,2018-05-26,3
1194_7866,2018-05-28,5
1194_7866,2018-05-29,1
1194_7866,2018-05-30,3
1194_7866,2018-05-31,9
1194_7866,2018-06-01,2
1194_7866,2018-06-02,5
1194_7866,2018-06-04,1
1194_7866,2018-06-05,11
1194_7866,2018-06-06,8
1194_7866,2018-06-07,11
1194_7866,2018-06-08,3
1194_7866,2018-06-09,1
1194_7866,2018-06-11,5
1194_7866,2018-06-12,3
1194_7866,2018-06-13,3
1194_7866,2018-06-14,3
1194_7866,2018-06-15,7
1194_7866,2018-06-16,2
1194_7866,2018-06-18,2
1194_7866,2018-06-19,3
1194_7866,2018-06-20,4
1194_7866,2018-06-21,6
1194_7866,2018-06-22,3
1194_7866,2018-06-23,2
1194_7866,2018-06-25,6
1194_7866,2018-06-26,4
1194_7866,2018-06-27,1
1194_7866,2018-06-29,11
1194_7866,2018-06-30,6
1194_7866,2018-07-02,10
1194_7866,2018-07-03,10
1194_7866,2018-07-04,6
1194_7866,2018-07-05,9
1194_7866,2018-07-06,1
1194_7866,2018-07-07,5
1194_7866,2018-07-09,7
1194_7866,2018-07-10,5
1194_7866,2018-07-11,6
1194_7866,2018-07-12,7
1194_7866,2018-07-13,3
1194_7866,2018-07-14,3
1194_7866,2018-07-16,18
1194_7866,2018-07-17,5
1194_7866,2018-07-18,1
1194_7866,2018-07-20,9
1194_7866,2018-07-21,3
1194_7866,2018-07-23,3
1194_7866,2018-07-24,13
1194_7866,2018-07-25,7
1194_7866,2018-07-26,5
1194_7866,2018-07-27,2
1194_7866,2018-07-28,7
1194_7866,2018-07-30,10
1194_7866,2018-07-31,7
1194_7866,2018-08-01,1
1194_7866,2018-08-02,8
1194_7866,2018-08-03,6
1194_7866,2018-08-04,9
1194_7866,2018-08-06,6
1194_7866,2018-08-07,4
1194_7866,2018-08-08,2
1194_7866,2018-08-10,14
1194_7866,2018-08-11,9
1194_7866,2018-08-13,4
1194_7866,2018-08-14,2
1194_7866,2018-08-15,1
1194_7866,2018-08-16,1
1194_7866,2018-08-17,4
1194_7866,2018-08-18,4
1194_7866,2018-08-20,5
1194_7866,2018-08-21,4
1194_7866,2018-08-22,2
1194_7866,2018-08-23,4
1194_7866,2018-08-24,7
1194_7866,2018-08-25,7
1194_7866,2018-08-27,2
1194_7866,2018-08-28,3
1194_7866,2018-08-29,6
1194_7866,2018-08-30,7
1194_7866,2018-08-31,3
1194_7866,2018-09-01,4
1194_7866,2018-09-03,7
1194_7866,2018-09-04,4
1194_7866,2018-09-05,15
1194_7866,2018-09-06,6
1194_7866,2018-09-07,2
1194_7866,2018-09-08,7
1194_7866,2018-09-10,2
1194_7866,2018-09-11,2
1194_7866,2018-09-12,2
1194_7866,2018-09-13,8
1194_7866,2018-09-14,10
1194_7866,2018-09-17,9
1194_7866,2018-09-18,6
1194_7866,2018-09-19,5
1194_7866,2018-09-20,4
1194_7866,2018-09-21,3
1194_7866,2018-09-22,4
1194_7866,2018-09-24,10
1194_7866,2018-09-25,12
1194_7866,2018-09-26,3
1194_7866,2018-09-27,7
1194_7866,2018-09-28,5
1194_7866,2018-09-29,8
1194_7866,2018-10-01,5
1194_7866,2018-10-02,9
1194_7866,2018-10-03,3
1194_7866,2018-10-04,4
1194_7866,2018-10-05,9
1194_7866,2018-10-06,4
1194_7866,2018-10-08,2
1194_7866,2018-10-09,11
1194_7866,2018-10-10,3
1194_7866,2018-10-11,4
1194_7866,2018-10-12,2
1194_7866,2018-10-13,1
1194_7866,2018-10-15,7
1194_7866,2018-10-16,8
1194_7866,2018-10-17,9
1194_7866,2018-10-20,6
1194_7866,2018-10-22,8
1194_7866,2018-10-23,3
1194_7866,2018-10-24,3
1194_7866,2018-10-25,9
1194_7866,2018-10-26,8
1194_7866,2018-10-27,8
1194_7866,2018-10-29,12
1194_7866,2018-10-30,9
1194_7866,2018-10-31,3
1194_7866,2018-11-01,6
1194_7866,2018-11-02,4
1194_7866,2018-11-03,14
1194_7866,2018-11-04,1
1194_7866,2018-11-05,11
1194_7866,2018-11-06,2
1194_7866,2018-11-07,9
1194_7866,2018-11-08,5
1194_7866,2018-11-09,6
1194_7866,2018-11-10,4
1194_7866,2018-11-12,5
1194_7866,2018-11-13,8
1194_7866,2018-11-14,3
1194_7866,2018-11-15,7
1194_7866,2018-11-16,8
1194_7866,2018-11-19,11
1194_7866,2018-11-20,8
1194_7866,2018-11-22,10
1194_7866,2018-11-23,7
1194_7866,2018-11-24,6
1194_7866,2018-11-27,19
1194_7866,2018-11-28,8
1194_7866,2018-11-29,9
1194_7866,2018-11-30,4
1194_7866,2018-12-01,7
1194_7866,2018-12-03,7
1194_7866,2018-12-04,5
1194_7866,2018-12-05,4
1194_7866,2018-12-06,10
1194_7866,2018-12-07,5
1194_7866,2018-12-08,6
1194_7866,2018-12-10,5
1194_7866,2018-12-11,3
1194_7866,2018-12-12,7
1194_7866,2018-12-13,6
1194_7866,2018-12-14,6
1194_7866,2018-12-15,11
1194_7866,2018-12-17,9
1194_7866,2018-12-18,2
1194_7866,2018-12-19,8
1194_7866,2018-12-20,11
1194_7866,2018-12-21,3
1194_7866,2018-12-22,8
1194_7866,2018-12-24,3
1194_7866,2018-12-25,7
1194_7866,2018-12-26,2
1194_7866,2018-12-27,3
1194_7866,2018-12-28,8
1194_7866,2018-12-29,6
1194_7866,2018-12-31,8
1194_7866,2019-01-01,8
1194_7866,2019-01-02,2
1194_7866,2019-01-03,15
1194_7866,2019-01-04,6
1194_7866,2019-01-05,8
1194_7866,2019-01-07,9
1194_7866,2019-01-08,6
1194_7866,2019-01-09,9
1194_7866,2019-01-10,3
1194_7866,2019-01-11,3
1194_7866,2019-01-12,6
1194_7866,2019-01-14,7
1194_7866,2019-01-15,4
1194_7866,2019-01-16,5
1194_7866,2019-01-17,7
1194_7866,2019-01-18,4
1194_7866,2019-01-19,7
1194_7866,2019-01-21,6
1194_7866,2019-01-22,9
1194_7866,2019-01-23,5
1194_7866,2019-01-24,6
1194_7866,2019-01-28,11
1194_7866,2019-01-29,9
1194_7866,2019-01-30,3
1194_7866,2019-01-31,3
1194_7866,2019-02-01,3
1194_7866,2019-02-02,7
1194_7866,2019-02-04,10
1194_7866,2019-02-05,8
1194_7866,2019-02-06,6
1194_7866,2019-02-07,9
1194_7866,2019-02-08,12
1194_7866,2019-02-09,5
1194_7866,2019-02-11,11
1194_7866,2019-02-12,10
1194_7866,2019-02-13,8
1194_7866,2019-02-14,8
1194_7866,2019-02-15,12
1194_7866,2019-02-16,6
1194_7866,2019-02-18,5
1194_7866,2019-02-19,11
1194_7866,2019-02-20,5
1194_7866,2019-02-21,5
1194_7866,2019-02-22,9
1194_7866,2019-02-23,8
1194_7866,2019-02-25,7
1194_7866,2019-02-26,8
1194_7866,2019-02-27,5
1194_7866,2019-02-28,7
1194_7866,2019-03-01,8
1194_7866,2019-03-02,10
1194_7866,2019-03-04,2
1194_7866,2019-03-05,15
1194_7866,2019-03-06,13
1194_7866,2019-03-07,11
1194_7866,2019-03-08,8
1194_7866,2019-03-09,4
1194_7866,2019-03-11,10
1194_7866,2019-03-12,6
1194_7866,2019-03-13,10
1194_7866,2019-03-14,7
1194_7866,2019-03-15,8
1194_7866,2019-03-16,8
1194_7866,2019-03-18,7
1194_7866,2019-03-19,6
1194_7866,2019-03-20,6
1194_7866,2019-03-21,7
1194_7866,2019-03-22,5
1194_7866,2019-03-23,7
1194_7866,2019-03-25,6
1194_7866,2019-03-26,7
1194_7866,2019-03-27,8
1194_7866,2019-03-28,5
1194_7866,2019-03-29,8
1194_7866,2019-03-30,10
1194_7866,2019-03-31,1
1194_7866,2019-04-01,13
1194_7866,2019-04-02,8
1194_7866,2019-04-03,8
1194_7866,2019-04-04,9
1194_7866,2019-04-05,11
1194_7866,2019-04-06,1
1194_7866,2019-04-08,9
1194_7866,2019-04-09,5
1194_7866,2019-04-10,8
1194_7866,2019-04-11,12
1194_7866,2019-04-12,7
1194_7866,2019-04-13,5
1194_7866,2019-04-15,12
1194_7866,2019-04-16,15
1194_7866,2019-04-17,7
1194_7866,2019-04-18,5
1194_7866,2019-04-19,3
1194_7866,2019-04-20,15
1194_7866,2019-04-22,14
1194_7866,2019-04-23,6
1194_7866,2019-04-24,9
1194_7866,2019-04-25,8
1194_7866,2019-04-26,10
1194_7866,2019-04-27,9
1194_7866,2019-04-29,11
1194_7866,2019-04-30,13
1194_7866,2019-05-01,2
1194_7866,2019-05-02,14
1194_7866,2019-05-03,9
1194_7866,2019-05-04,15
1194_7866,2019-05-06,14
1194_7866,2019-05-07,6
1194_7866,2019-05-08,10
1194_7866,2019-05-09,9
1194_7866,2019-05-10,10
1194_7866,2019-05-11,10
1194_7866,2019-05-13,7
1194_7866,2019-05-14,11
1194_7866,2019-05-15,11
1194_7866,2019-05-16,16
1194_7866,2019-05-17,10
1194_7866,2019-05-18,9
1194_7866,2019-05-20,13
1194_7866,2019-05-21,9
1194_7866,2019-05-22,8
1194_7866,2019-05-23,8
1194_7866,2019-05-24,4
1194_7866,2019-05-25,10
1194_7866,2019-05-27,14
1194_7866,2019-05-28,8
1194_7866,2019-05-29,12
1194_7866,2019-05-30,7
1194_7866,2019-05-31,9
1194_7866,2019-06-01,9
1194_7866,2019-06-03,15
1194_7866,2019-06-04,10
1194_7866,2019-06-05,9
1194_7866,2019-06-06,6
1194_7866,2019-06-07,13
1194_7866,2019-06-08,10
1194_7866,2019-06-10,9
1194_7866,2019-06-11,10
1194_7866,2019-06-12,9
1194_7866,2019-06-13,6
1194_7866,2019-06-14,8
1194_7866,2019-06-15,12
1194_7866,2019-06-17,6
1194_7866,2019-06-18,11
1194_7866,2019-06-19,11
1194_7866,2019-06-20,7
1194_7866,2019-06-21,17
1194_7866,2019-06-22,8
1194_7866,2019-06-24,10
1194_7866,2019-06-25,14
1194_7866,2019-06-26,15
1194_7866,2019-06-27,8
1194_7866,2019-06-28,11
1194_7866,2019-06-29,13
1194_7866,2019-07-01,9
1194_7866,2019-07-02,12
1194_7866,2019-07-03,9
1194_7866,2019-07-04,10
1194_7866,2019-07-05,9
1194_7866,2019-07-06,25
1194_7866,2019-07-08,16
1194_7866,2019-07-09,22
1194_7866,2019-07-10,9
1194_7866,2019-07-11,13
1194_7866,2019-07-12,10
1194_7866,2019-07-13,10
1194_7866,2019-07-15,11
1194_7866,2019-07-16,14
1194_7866,2019-07-17,9
1194_7866,2019-07-18,10
1194_7866,2019-07-19,7
1194_7866,2019-07-20,7
1194_7866,2019-07-22,7
1194_7866,2019-07-23,12
1194_7866,2019-07-24,17
1194_7866,2019-07-25,8
1194_7866,2019-07-26,11
1194_7866,2019-07-27,7
1194_7866,2019-07-29,12
1194_7866,2019-07-30,18
1194_7866,2019-07-31,9
1194_7866,2019-08-01,9
1194_7866,2019-08-02,11
1194_7866,2019-08-03,11
1194_7866,2019-08-05,12
1194_7866,2019-08-06,14
1194_7866,2019-08-07,15
1194_7866,2019-08-08,13
1194_7866,2019-08-09,15
1194_7866,2019-08-10,10
1194_7866,2019-08-12,9
1194_7866,2019-08-13,12
1194_7866,2019-08-14,20
1194_7866,2019-08-15,5
1194_7866,2019-08-16,12
1194_7866,2019-08-17,7
1194_7866,2019-08-19,9
1194_7866,2019-08-20,8
1194_7866,2019-08-21,9
1194_7866,2019-08-22,12
1194_7866,2019-08-23,14
1194_7866,2019-08-24,10
1194_7866,2019-08-26,13
1194_7866,2019-08-27,8
1194_7866,2019-08-28,12
1194_7866,2019-08-29,12
1194_7866,2019-08-30,9
1194_7866,2019-08-31,11
1194_7866,2019-09-02,5
1194_7866,2019-09-03,18
1194_7866,2019-09-04,17
1194_7866,2019-09-05,8
1194_7866,2019-09-06,9
1194_7866,2019-09-07,11
1194_7866,2019-09-09,11
1194_7866,2019-09-10,7
1194_7866,2019-09-11,11
1194_7866,2019-09-12,17
1194_7866,2019-09-13,12
1194_7866,2019-09-14,2
1194_7866,2019-09-16,21
1194_7866,2019-09-17,9
1194_7866,2019-09-18,7
1194_7866,2019-09-19,14
1194_7866,2019-09-20,12
1194_7866,2019-09-21,13
1194_7866,2019-09-23,12
1194_7866,2019-09-24,6
1194_7866,2019-09-25,11
1194_7866,2019-09-26,14
1194_7866,2019-09-27,10
1194_7866,2019-09-28,4
1194_7866,2019-09-30,9
1194_7866,2019-10-01,9
1194_7866,2019-10-02,3
1194_7866,2019-10-03,14
1194_7866,2019-10-04,11
1194_7866,2019-10-05,11
1194_7866,2019-10-07,2
1194_7866,2019-10-08,4
1194_7866,2019-10-09,21
1194_7866,2019-10-10,11
1194_7866,2019-10-11,7
1194_7866,2019-10-12,3
1194_7866,2019-10-14,11
1194_7866,2019-10-15,16
1194_7866,2019-10-16,8
1194_7866,2019-10-17,5
1194_7866,2019-10-18,18
1194_7866,2019-10-19,7
1194_7866,2019-10-21,17
1194_7866,2019-10-22,11
1194_7866,2019-10-23,15
1194_7866,2019-10-24,10
1194_7866,2019-10-25,15
1194_7866,2019-10-26,11
1194_7866,2019-10-28,5
1194_7866,2019-10-29,5
1194_7866,2019-10-30,10
1194_7866,2019-10-31,12
1194_7866,2019-11-01,9
1194_7866,2019-11-02,8
1194_7866,2019-11-04,7
1194_7866,2019-11-05,11
1194_7866,2019-11-06,11
1194_7866,2019-11-07,13
1194_7866,2019-11-08,10
1194_7866,2019-11-09,8
1194_7866,2019-11-11,9
1194_7866,2019-11-12,5
1194_7866,2019-11-13,9
1194_7866,2019-11-14,10
1194_7866,2019-11-15,3
1194_7866,2019-11-16,5
1194_7866,2019-11-18,8
1194_7866,2019-11-19,6
1194_7866,2019-11-23,1
1194_7866,2019-11-27,1
1194_7866,2019-12-10,4
1194_7866,2019-12-11,5
1194_7866,2019-12-12,5
1194_7866,2019-12-13,6
1194_7866,2019-12-14,4
1194_7866,2019-12-16,5
1194_7866,2019-12-17,8
1194_7866,2019-12-18,8
1194_7866,2019-12-19,5
1194_7866,2019-12-20,2
1194_7866,2019-12-21,4
1194_7866,2019-12-24,1
1194_7866,2019-12-25,1
1194_7866,2019-12-27,1
1194_7866,2020-01-11,1
1194_7866,2020-04-17,1
1194_7866,2020-05-05,1
1194_7866,2020-07-26,1
1194_7866,2020-08-14,1
1194_7866,2020-12-23,1
1194_7866,2021-06-30,1
1194_7866,2021-07-12,1
1194_7866,2021-08-10,1
1194_7866,2021-08-17,1
1194_7866,2021-09-19,1
1194_7866,2022-01-21,1
1194_7866,2022-02-02,1
1194_7866,2022-02-17,1
1194_7866,2022-02-28,2
1194_7866,2022-03-04,1
1194_7866,2022-03-26,1
1194_7866,2022-04-13,1
1194_7866,2022-05-01,1
1194_7866,2022-05-06,1
1194_7866,2022-05-29,1
1194_7866,2022-06-01,1
1194_7866,2022-07-13,1
1194_7866,2022-08-22,1
1194_7866,2022-10-01,1
1194_7866,2022-10-19,2
1194_7866,2022-11-14,1
1194_7866,2023-02-03,1
1194_7866,2023-04-21,1
1194_7866,2023-04-28,1
1194_7866,2023-05-26,1
1194_7866,2023-07-07,1
1194_7866,2023-08-12,1
1194_7866,2023-08-25,1
1194_7866,2023-08-31,1
1194_7866,2023-09-16,1
1194_7866,2023-09-21,1
1200_7700,2017-05-05,1
1200_7700,2022-09-27,1
1200_7700,2023-04-27,1
1200_7700,2023-07-17,1
1200_7700,2023-07-24,1
1200_7700,2023-08-15,1
1200_7700,2023-08-21,1
1200_7700,2023-09-09,1
1200_7700,2023-10-31,1
1200_7700,2023-11-25,1
1200_7725,2016-07-20,1
1200_7725,2016-08-11,1
1200_7725,2016-11-03,1
1200_7755,2023-08-21,1
1201_7712,2023-12-31,1
1201_7725,2016-08-11,1
1201_7734,2016-08-19,1
1201_7746,2023-11-02,1
1201_7759,2023-12-10,1
1202_7723,2023-10-15,1
1202_7723,2023-11-18,1
1202_7725,2018-09-10,1
1202_7725,2018-10-14,1
1202_7725,2018-11-10,1
1202_7725,2023-11-02,1
1202_7734,2016-07-10,1
1202_7734,2018-08-07,1
1202_7751,2016-10-03,1
1202_7772,2021-07-04,1
1203_7702,2023-09-01,1
1203_7756,2018-04-25,1
1203_7762,2023-10-24,1
1204_7761,2022-05-27,1
1205_7703,2023-12-27,1
1205_7725,2023-10-08,1
1205_7725,2023-10-13,1
1206_7713,2023-11-19,1
1206_7757,2019-02-14,1
1208_7754,2020-08-30,1
1208_7760,2023-12-30,1
1209_6817,2023-12-16,1
1209_7703,2023-12-17,1
1209_7705,2023-09-09,1
1209_7705,2023-11-22,1
1209_7705,2023-12-25,1
1209_7706,2023-12-05,1
1209_7736,2023-07-31,1
1209_7750,2023-08-27,1
1209_7753,2022-10-06,1
1209_7754,2023-11-15,1
1209_7754,2023-11-23,1
1209_7755,2023-08-07,1
1209_7755,2023-11-01,1
1209_7756,2016-07-23,1
1209_7756,2016-10-12,1
1209_7756,2016-10-23,1
1209_7756,2016-12-01,1
1209_7756,2016-12-23,1
1209_7756,2017-04-22,1
1209_7756,2017-04-25,1
1209_7756,2017-05-05,1
1209_7756,2017-05-13,1
1209_7756,2017-05-26,1
1209_7756,2017-07-21,1
1209_7756,2017-07-31,1
1209_7756,2017-08-01,1
1209_7756,2017-09-12,1
1209_7756,2017-09-22,1
1209_7756,2017-10-14,2
1209_7756,2017-11-04,1
1209_7756,2017-11-15,1
1209_7756,2018-01-17,1
1209_7756,2018-04-10,1
1209_7756,2018-05-23,1
1209_7756,2018-07-16,1
1209_7756,2018-08-17,1
1209_7756,2018-08-20,1
1209_7756,2018-08-22,1
1209_7756,2018-09-18,1
1209_7756,2019-01-16,1
1209_7756,2019-01-19,1
1209_7756,2019-01-22,1
1209_7756,2019-05-10,1
1209_7756,2019-05-24,1
1209_7756,2019-06-05,1
1209_7756,2019-07-09,1
1209_7756,2019-07-13,1
1209_7756,2019-10-27,1
1209_7756,2019-11-01,1
1209_7756,2019-11-13,2
1209_7756,2020-06-05,1
1209_7756,2022-04-04,1
1209_7760,2020-03-05,1
