epoch,train_loss,val_loss,train_accuracy,val_accuracy
73,0.32518431544303894,0.36051782965660095,0.8592920303344727,0.847787618637085
74,0.3253241777420044,0.35973435640335083,0.8601769804954529,0.8460177183151245
75,0.3226061463356018,0.3590642809867859,0.8606194853782654,0.8495575189590454
76,0.32249242067337036,0.3585028648376465,0.8610619306564331,0.8513274192810059
77,0.32038414478302,0.3581477403640747,0.8606194853782654,0.8513274192810059
78,0.32098814845085144,0.35783591866493225,0.8619468808174133,0.8513274192810059
79,0.32328417897224426,0.35757988691329956,0.8623893857002258,0.8513274192810059
80,0.3228825330734253,0.3572138249874115,0.863274335861206,0.8513274192810059
81,0.32392418384552,0.35671576857566833,0.8628318309783936,0.8530973196029663
82,0.3225071430206299,0.35617247223854065,0.8641592860221863,0.8530973196029663
83,0.32239317893981934,0.35564711689949036,0.8646017909049988,0.8548672795295715
84,0.3214564919471741,0.3549984395503998,0.8637168407440186,0.856637179851532
85,0.3211483657360077,0.35438182950019836,0.8637168407440186,0.856637179851532
86,0.3217211961746216,0.3538340926170349,0.863274335861206,0.8584070801734924
87,0.3202856183052063,0.3532976508140564,0.8641592860221863,0.8584070801734924
88,0.31959736347198486,0.35272201895713806,0.8637168407440186,0.8584070801734924
89,0.31662094593048096,0.3525124788284302,0.8646017909049988,0.8601769804954529
90,0.32098105549812317,0.3522729277610779,0.8646017909049988,0.8619468808174133
91,0.319959819316864,0.3519420623779297,0.8641592860221863,0.8584070801734924
92,0.3170742988586426,0.351749062538147,0.8641592860221863,0.856637179851532
93,0.3193959593772888,0.3518417179584503,0.8646017909049988,0.8548672795295715
94,0.3167973756790161,0.3515419065952301,0.8650442361831665,0.8530973196029663
95,0.3196219801902771,0.3513633906841278,0.8641592860221863,0.8548672795295715
96,0.3170442283153534,0.3513611853122711,0.863274335861206,0.8530973196029663
97,0.31661731004714966,0.35167956352233887,0.8637168407440186,0.8548672795295715
98,0.3186376690864563,0.35206541419029236,0.8641592860221863,0.856637179851532
99,0.3177935779094696,0.3522997200489044,0.8659291863441467,0.856637179851532
100,0.3171159625053406,0.3521856367588043,0.8659291863441467,0.856637179851532
