Grid_ID,Grid_X,Grid_Y,Hawkes_Intensity,VICTIM COUNT,Accused Count,Unique_Crime_Types,Crime_Count,Risk_Label
1214_7735,1214,7735,0.0,0.0,1.0,1,1,0
1214_7745,1214,7745,0.5503960749473634,0.0,0.5,1,6,0
1214_7748,1214,7748,0.0,0.0,1.0,1,1,0
1214_7754,1214,7754,0.00020486748948985,0.0,1.0,1,2,0
1215_7664,1215,7664,0.0,0.0,0.0,1,1,0
1215_7710,1215,7710,7.107423294653355e-21,0.0,1.0,1,2,0
1215_7712,1215,7712,0.0,0.0,1.0,1,1,0
1215_7715,1215,7715,7.205782754820446e-65,0.0,4.5,2,2,0
1215_7745,1215,7745,0.0003732929041883,0.0,1.0,2,2,0
1215_7757,1215,7757,0.0,0.0,0.0,1,1,0
1215_7758,1215,7758,0.0,0.0,1.0,1,1,0
1215_7759,1215,7759,0.0,0.0,2.0,1,1,0
1216_7715,1216,7715,0.0,0.0,2.0,1,1,0
1216_7745,1216,7745,0.0,0.0,1.0,1,1,0
1216_7757,1216,7757,0.0030483732827578,0.0,1.5,2,2,0
1217_7736,1217,7736,0.0,0.0,1.0,1,1,0
1217_7745,1217,7745,0.0,0.0,1.0,1,1,0
1218_7637,1218,7637,0.0,0.0,1.0,1,1,0
1218_7714,1218,7714,0.0,0.0,3.0,1,1,0
1219_7706,1219,7706,0.27440231770750123,0.0,1.0,1,3,0
1219_7748,1219,7748,0.0,0.0,0.0,1,1,0
1219_7770,1219,7770,1.4559026765476952,0.0,1.9545454545454546,10,22,1
121_763,121,763,0.0,0.0,1.0,1,1,0
1221_7712,1221,7712,0.0665606808070998,0.0,0.0,4,5,0
1221_7714,1221,7714,0.0,0.0,0.0,1,1,0
1221_7753,1221,7753,0.0,0.0,1.0,1,1,0
1221_7756,1221,7756,0.0,0.0,6.0,1,1,0
1221_7759,1221,7759,0.0,0.0,1.0,1,1,0
1222_7712,1222,7712,0.0,0.0,8.0,1,1,0
1222_7760,1222,7760,0.7220265444907777,0.0,0.0,1,3,0
1222_7780,1222,7780,0.4524187090179798,0.0,0.0,1,2,0
1223_7711,1223,7711,0.0,0.0,1.0,1,1,0
1223_7712,1223,7712,0.0,0.0,0.0,1,1,0
1223_7715,1223,7715,0.0,0.0,2.0,1,1,0
1223_7723,1223,7723,0.0,0.0,1.0,1,1,0
1223_7735,1223,7735,0.0,0.0,1.0,1,1,0
1223_7752,1223,7752,0.0,0.0,0.0,1,1,0
1223_7754,1223,7754,0.0,0.0,1.0,1,1,0
1223_7765,1223,7765,0.0,0.0,1.0,1,1,0
1223_7798,1223,7798,0.0,0.0,1.0,1,1,0
1224_7723,1224,7723,0.0,0.0,0.0,1,1,0
1224_7725,1224,7725,0.0,0.0,0.0,1,1,0
1224_7728,1224,7728,0.0,0.0,5.0,1,1,0
1224_7736,1224,7736,0.0,0.0,0.0,1,1,0
1224_7737,1224,7737,0.0,0.0,0.0,1,1,0
1224_7739,1224,7739,0.1362658965170063,0.0,1.0,2,2,0
1224_7754,1224,7754,1.2794724456254852e-54,0.0,0.0,2,2,0
1224_7756,1224,7756,0.0,0.0,0.0,1,1,0
1225_6612,1225,6612,0.0,0.0,1.0,1,1,0
1225_7684,1225,7684,0.0,0.0,1.0,1,1,0
1225_7702,1225,7702,0.0,0.0,2.0,1,1,0
1225_7712,1225,7712,0.00749778841023885,0.0,6.0,2,2,0
1225_7715,1225,7715,1.9420126141852964e-22,0.0,0.5,2,2,0
1225_7720,1225,7720,0.0006154559513367,0.0,7.0,2,2,0
1225_7723,1225,7723,0.01844158370061995,0.0,0.5,2,2,0
1225_7724,1225,7724,0.0,0.0,5.0,1,1,0
1225_7725,1225,7725,0.0050609049584892495,0.0,0.75,3,4,0
1225_7726,1225,7726,0.2744058180470132,0.0,1.0,2,2,0
1225_7732,1225,7732,0.0,0.0,1.0,1,1,0
1225_7754,1225,7754,0.10164241852505339,0.0,2.5,3,4,0
1225_7756,1225,7756,2.3758662761730385e-100,0.0,1.5,2,2,0
1225_7757,1225,7757,0.0,0.0,1.0,1,1,0
1225_7785,1225,7785,0.0,0.0,4.0,1,1,0
1225_7787,1225,7787,0.0,0.0,2.0,1,1,0
1226_7664,1226,7664,0.0,0.0,1.0,1,1,0
1226_7723,1226,7723,0.0,0.0,5.0,1,1,0
1226_7725,1226,7725,0.0,0.0,1.0,1,1,0
1226_7736,1226,7736,0.0,0.0,2.0,1,1,0
1226_7739,1226,7739,0.0,0.0,2.0,1,1,0
1226_7750,1226,7750,0.00411487352451,0.0,1.0,2,2,0
1226_7771,1226,7771,0.0,0.0,1.0,1,1,0
1227_7709,1227,7709,0.0,0.0,2.0,1,1,0
1227_7750,1227,7750,0.0,0.0,1.0,1,1,0
1228_7606,1228,7606,0.0,0.0,0.0,1,1,0
1228_7661,1228,7661,0.0,0.0,6.0,1,1,0
1228_7662,1228,7662,0.0,0.0,0.0,1,1,0
1228_7663,1228,7663,0.36941711157515744,0.0,1.1666666666666667,20,36,1
1228_7723,1228,7723,0.0,0.0,0.0,1,1,0
1228_7750,1228,7750,2.3054798724041108e-11,0.0,5.5,2,2,0
1228_7752,1228,7752,0.019405786870923532,0.0,1.0,3,3,0
1228_7760,1228,7760,0.0,0.0,1.0,1,1,0
1228_7763,1228,7763,0.27291149093393857,0.0,0.3333333333333333,1,3,0
1229_7365,1229,7365,4.1752843785765155,0.0,1.0059055118110236,4,508,2
1229_7582,1229,7582,0.0,0.0,0.0,1,1,0
1229_7665,1229,7665,0.0,0.0,4.0,1,1,0
1229_7710,1229,7710,8.576560286530025e-55,0.0,0.5,2,2,0
1229_7757,1229,7757,2.5144861166147445e-08,0.0,1.0,3,3,0
1230_7660,1230,7660,0.0,0.0,1.0,1,1,0
1230_7666,1230,7666,0.0,0.0,2.0,1,1,0
1230_7751,1230,7751,0.0,0.0,1.0,1,1,0
1230_7753,1230,7753,0.0,0.0,4.0,1,1,0
1231_7664,1231,7664,0.0,0.0,1.0,1,1,0
1231_7669,1231,7669,1.158457695772546,0.0,0.9,2,10,0
1231_7765,1231,7765,0.0,0.0,3.0,1,1,0
1232_7667,1232,7667,0.0,0.0,1.0,1,1,0
1232_7712,1232,7712,0.0371196871317355,0.0,0.3333333333333333,3,3,0
1232_7715,1232,7715,0.0,0.0,0.0,1,1,0
1232_7723,1232,7723,0.01366186122364625,0.0,0.0,2,2,0
1232_7732,1232,7732,9.957632154680805e-10,0.0,1.0,3,3,0
1232_7756,1232,7756,0.0,0.0,0.0,1,1,0
1232_7761,1232,7761,0.0,0.0,0.0,1,1,0
1232_7763,1232,7763,0.0,0.0,1.0,1,1,0
1232_7765,1232,7765,0.0,0.0,0.0,1,1,0
1233_7722,1233,7722,1.0521118188388043e-17,0.0,2.5,2,2,0
1233_7733,1233,7733,0.0,0.0,5.0,1,1,0
1233_7750,1233,7750,0.0,0.0,0.0,1,1,0
1233_7761,1233,7761,0.0,0.0,0.0,1,1,0
1234_1257,1234,1257,0.0,0.0,1.0,1,1,0
1234_7731,1234,7731,0.0,0.0,1.0,1,1,0
1234_7742,1234,7742,0.0,0.0,0.0,1,1,0
1234_7756,1234,7756,0.0,0.0,0.0,1,1,0
1234_7761,1234,7761,0.0,0.0,1.0,1,1,0
1234_7764,1234,7764,0.0,0.0,1.0,1,1,0
1235_7662,1235,7662,0.0,0.0,0.0,1,1,0
1235_7720,1235,7720,0.0,0.0,1.0,1,1,0
1235_7725,1235,7725,7.711781305652834e-16,0.0,2.0,3,3,0
1235_7726,1235,7726,1.2276310702744192e-38,0.0,1.0,2,2,0
1235_7732,1235,7732,0.0,0.0,1.0,1,1,0
1235_7735,1235,7735,6.616561308895721e-32,0.0,2.0,2,2,0
1235_7736,1235,7736,0.0,0.0,3.0,1,1,0
1235_7752,1235,7752,0.0,0.0,0.0,1,1,0
1235_7753,1235,7753,0.0,0.0,0.0,1,1,0
1235_7755,1235,7755,6.908162955397681e-10,0.0,2.0,2,2,0
1235_7757,1235,7757,0.0,0.0,1.0,1,1,0
1235_7763,1235,7763,0.0,0.0,0.0,1,1,0
1235_7765,1235,7765,0.022679488491634585,0.0,0.25,3,4,0
1236_7705,1236,7705,0.0,0.0,0.0,1,1,0
1236_7721,1236,7721,0.0,0.0,7.0,1,1,0
1236_7723,1236,7723,0.0,0.0,1.0,1,1,0
1236_7725,1236,7725,3.746143292938849,0.0,1.0,4,39,1
1236_7726,1236,7726,0.0,0.0,1.0,1,1,0
1236_7732,1236,7732,0.3129474926675296,0.0,0.0,4,6,0
1236_7735,1236,7735,0.0,0.0,1.0,1,1,0
1236_7736,1236,7736,3.367980061285027e-05,0.0,0.3333333333333333,3,3,0
1236_7756,1236,7756,2.304810526507535e-13,0.0,5.333333333333333,3,3,0
1236_7758,1236,7758,0.0,0.0,1.0,1,1,0
1236_7765,1236,7765,1.376822467487358e-05,0.0,2.0,2,2,0
1236_7786,1236,7786,0.0,0.0,1.0,1,1,0
1236_7789,1236,7789,0.0,0.0,1.0,1,1,0
1237_7745,1237,7745,0.0,0.0,1.0,1,1,0
1237_7756,1237,7756,0.0,0.0,1.0,1,1,0
1239_7677,1239,7677,0.0,0.0,4.0,1,1,0
1239_7752,1239,7752,0.0,0.0,0.0,1,1,0
1239_7769,1239,7769,0.0,0.0,0.0,1,1,0
1241_7719,1241,7719,1.3613679951472035e-78,0.0,0.0,1,2,0
1241_7721,1241,7721,0.0,0.0,1.0,1,1,0
1242_7712,1242,7712,1.4019637542207343e-12,0.0,0.5,1,2,0
1242_7724,1242,7724,5.641323247748302e-09,0.0,0.0,1,2,0
1242_7764,1242,7764,0.0,0.0,1.0,1,1,0
1242_7799,1242,7799,0.0,0.0,1.0,1,1,0
1244_7729,1244,7729,0.0,0.0,2.0,1,1,0
1244_7731,1244,7731,0.0,0.0,5.0,1,1,0
1244_7761,1244,7761,1.7370453080526502,0.0,1.0789473684210527,8,380,2
1245_7623,1245,7623,3.876716746396395,0.0,1.0376344086021505,5,372,2
1245_7667,1245,7667,0.0,0.0,1.0,1,1,0
1245_7710,1245,7710,0.0,0.0,0.0,1,1,0
1245_7712,1245,7712,0.0020195089331247816,0.0,0.4,2,5,0
1245_7723,1245,7723,5.351992690356578e-66,0.0,1.0,2,2,0
1245_7724,1245,7724,0.0055242251339204,0.0,1.6666666666666667,3,3,0
1245_7725,1245,7725,0.0,0.0,2.0,1,1,0
1245_7726,1245,7726,0.0,0.0,0.0,1,1,0
1245_7730,1245,7730,0.0,0.0,0.0,1,1,0
1245_7732,1245,7732,0.0,0.0,1.0,1,1,0
1245_7734,1245,7734,9.141656745246297e-41,0.0,0.5,2,2,0
1245_7737,1245,7737,0.0,0.0,2.0,1,1,0
1245_7745,1245,7745,0.9244876553307558,0.0,1.4736842105263157,12,19,1
1245_7746,1245,7746,0.0,0.0,7.0,1,1,0
1245_7747,1245,7747,0.0,0.0,0.0,1,1,0
1245_7748,1245,7748,0.0,0.0,13.0,1,1,0
1245_7753,1245,7753,0.0,0.0,1.0,1,1,0
1245_7754,1245,7754,0.09396925731168777,0.0,1.4,3,5,0
1245_7755,1245,7755,7.556161909927503e-06,0.0,1.5,2,2,0
1245_7756,1245,7756,0.0557897766347103,0.0,0.25,3,4,0
1245_7757,1245,7757,0.0,0.0,0.0,1,1,0
1245_7758,1245,7758,0.08499882273795527,0.0,0.6666666666666666,3,3,0
1245_7759,1245,7759,0.11095711033260973,0.0,1.3333333333333333,1,3,0
1245_7766,1245,7766,0.0,0.0,0.0,1,1,0
1245_7774,1245,7774,0.0,0.0,8.0,1,1,0
1245_7787,1245,7787,0.0,0.0,1.0,1,1,0
1245_7794,1245,7794,0.0,0.0,0.0,1,1,0
1245_7798,1245,7798,1.3129792229087974e-64,0.0,1.0,2,2,0
1246_7712,1246,7712,0.0,0.0,0.0,1,1,0
1246_7715,1246,7715,0.0,0.0,3.0,1,1,0
1246_7724,1246,7724,0.0,0.0,1.0,1,1,0
1246_7725,1246,7725,0.0,0.0,2.0,1,1,0
1246_7745,1246,7745,0.0,0.0,4.0,1,1,0
1247_7712,1247,7712,0.0,0.0,0.0,1,1,0
1247_7737,1247,7737,0.0,0.0,1.0,1,1,0
1247_7747,1247,7747,0.5,0.0,1.0,1,2,0
1247_7748,1247,7748,0.0,0.0,1.0,1,1,0
1247_7752,1247,7752,0.0,0.0,0.0,1,1,0
1248_7638,1248,7638,8.41225718333973,0.0005817335660267597,1.1000581733566026,87,1719,2
1248_7745,1248,7745,8.59172387965828e-17,0.0,2.0,2,2,0
1248_7765,1248,7765,0.0,0.0,0.0,1,1,0
1248_7787,1248,7787,0.0,0.0,0.0,1,1,0
1249_7726,1249,7726,0.0,0.0,0.0,1,1,0
1249_7745,1249,7745,0.0,0.0,0.0,1,1,0
1250_7734,1250,7734,0.25258527965272853,0.0,1.25,10,12,1
1250_7735,1250,7735,0.3572615744182669,0.0,1.2380952380952381,14,21,1
1250_7736,1250,7736,0.09094629233101824,0.0,0.0,5,5,0
1250_7737,1250,7737,0.045124726687325346,0.0,1.0,5,5,0
1250_7738,1250,7738,0.7633804441134121,0.0,1.0,3,8,0
1250_7739,1250,7739,0.11873583157501995,0.0,1.1428571428571428,5,7,0
1250_7740,1250,7740,0.516350839948639,0.0,0.55,5,20,1
1251_7695,1251,7695,0.0,0.0,0.0,1,1,0
1251_7725,1251,7725,0.0,0.0,3.0,1,1,0
1251_7731,1251,7731,0.0,0.0,0.0,1,1,0
1251_7732,1251,7732,9.853328619611572e-70,0.0,2.0,2,2,0
1251_7734,1251,7734,0.0008390323615032827,0.0,0.5,4,4,0
1251_7735,1251,7735,0.5326424495902816,0.0,0.7045454545454546,22,44,1
1251_7736,1251,7736,0.24002120039960895,0.0,1.5454545454545454,11,11,1
1251_7737,1251,7737,0.007549347450337446,0.0,1.75,3,4,0
1251_7739,1251,7739,0.5426317420217607,0.0,1.1304347826086956,8,23,1
1251_7740,1251,7740,3.7371123691781442e-06,0.0,0.3333333333333333,1,3,0
1252_1739,1252,1739,0.0,0.0,1.0,1,1,0
1252_7721,1252,7721,0.0,0.0,1.0,1,1,0
1252_7725,1252,7725,2.4530473653246404e-35,0.0,1.0,2,2,0
1252_7728,1252,7728,0.022455458636147934,0.0,1.3333333333333333,3,3,0
1252_7731,1252,7731,6.033522931567791e-35,0.0,0.5,2,2,0
1252_7732,1252,7732,3.386436824542689e-05,0.0,1.0,2,2,0
1252_7733,1252,7733,0.0,0.0,1.0,1,1,0
1252_7734,1252,7734,0.015202736179812623,0.0,0.5,4,4,0
1252_7735,1252,7735,0.6505090838714938,0.0,1.0666666666666667,23,45,1
1252_7736,1252,7736,1.0691769545373124,0.0,0.9420289855072463,25,69,2
1252_7737,1252,7737,0.8553101596729111,0.0,0.5,20,36,1
1252_7738,1252,7738,0.14940713194630748,0.0,0.25,3,8,0
1252_7739,1252,7739,0.826609227512765,0.0,0.5,5,18,1
1252_7744,1252,7744,0.0,0.0,1.0,1,1,0
1252_7745,1252,7745,2.0221039196337994e-115,0.0,0.0,2,2,0
1252_7752,1252,7752,0.0,0.0,0.0,1,1,0
1252_7753,1252,7753,0.0,0.0,1.0,1,1,0
1253_1730,1253,1730,0.0,0.0,0.0,1,1,0
1253_6817,1253,6817,0.0,0.0,0.0,1,1,0
1253_7586,1253,7586,2.98085100850241,0.0,1.0802568218298556,84,623,2
1253_7720,1253,7720,0.0,0.0,1.0,1,1,0
1253_7724,1253,7724,0.0,0.0,0.0,1,1,0
1253_7728,1253,7728,0.0,0.0,1.0,1,1,0
1253_7729,1253,7729,0.0,0.0,2.0,1,1,0
1253_7730,1253,7730,0.0,0.0,0.0,1,1,0
1253_7732,1253,7732,0.0,0.0,0.0,1,1,0
1253_7733,1253,7733,0.0,0.0,0.0,1,1,0
1253_7734,1253,7734,0.0,0.0,0.0,1,1,0
1253_7735,1253,7735,0.4795585836502414,0.0,0.32,12,25,1
1253_7736,1253,7736,0.20547921117214374,0.0,0.6,11,20,1
1253_7737,1253,7737,0.3421754946394959,0.0,0.9047619047619048,13,21,1
1253_7738,1253,7738,0.013901684227409134,0.0,0.75,2,4,0
1253_7739,1253,7739,0.0,0.0,1.0,1,1,0
1253_7740,1253,7740,0.0,0.0,1.0,1,1,0
1253_7742,1253,7742,0.0,0.0,0.0,1,1,0
1253_7743,1253,7743,0.01844158370061995,0.0,1.0,2,2,0
1253_7749,1253,7749,0.0,0.0,1.0,1,1,0
1253_7753,1253,7753,0.17154641054250255,0.0,1.0,5,6,0
1253_7783,1253,7783,0.0,0.0,1.0,1,1,0
1253_7789,1253,7789,2.5172876793824915e-45,0.0,0.5,2,2,0
1253_7793,1253,7793,0.0037055281547550925,0.0,1.0,2,3,0
1253_793,1253,793,0.0,0.0,1.0,1,1,0
1254_7693,1254,7693,0.0,0.0,1.0,1,1,0
1254_7702,1254,7702,4.851245243702704e-28,0.0,1.5,2,2,0
1254_7708,1254,7708,0.0,0.0,0.0,1,1,0
1254_7714,1254,7714,0.0,0.0,1.0,1,1,0
1254_7720,1254,7720,0.0,0.0,5.0,1,1,0
1254_7724,1254,7724,2.5348099311611434e-09,0.0,0.5,2,2,0
1254_7725,1254,7725,0.9367885677347375,0.0,1.375,7,24,1
1254_7726,1254,7726,0.0,0.0,0.0,1,1,0
1254_7728,1254,7728,0.10117232038163243,0.0,0.7272727272727273,9,11,1
1254_7729,1254,7729,8.621017525414783e-57,0.0,0.0,1,2,0
1254_7730,1254,7730,0.0006992981461783751,0.0,1.75,4,4,0
1254_7731,1254,7731,5.4031963885363924e-31,0.0,0.5,2,2,0
1254_7732,1254,7732,0.00045594098277725,0.0,1.0,2,2,0
1254_7733,1254,7733,0.0,0.0,1.0,1,1,0
1254_7734,1254,7734,0.033419614574267904,0.0,0.0,3,3,0
1254_7736,1254,7736,4.207741722884084e-89,0.0,1.0,2,2,0
1254_7739,1254,7739,0.0,0.0,1.0,1,1,0
1254_7741,1254,7741,0.0,0.0,1.0,1,1,0
1254_7742,1254,7742,0.0,0.0,0.0,1,1,0
1254_7743,1254,7743,0.0,0.0,0.0,1,1,0
1254_7744,1254,7744,3.248806128622979e-105,0.0,4.5,2,2,0
1254_7745,1254,7745,0.23304203325592399,0.0,1.6666666666666667,3,3,0
1254_7748,1254,7748,0.0,0.0,1.0,1,1,0
1254_7751,1254,7751,0.0,0.0,0.0,1,1,0
1254_7752,1254,7752,0.06165624171700869,0.0,1.2,3,5,0
1254_7754,1254,7754,0.0005287141767822081,0.0,2.2857142857142856,6,7,0
1254_7756,1254,7756,0.06182564841102925,0.0,0.8333333333333334,6,6,0
1254_7758,1254,7758,6.381380755717585e-18,0.0,5.0,2,2,0
1254_7759,1254,7759,0.025065335443282395,0.0,1.25,3,4,0
1254_7765,1254,7765,0.0,0.0,0.0,1,1,0
1254_7789,1254,7789,0.0,0.0,1.0,1,1,0
1254_7792,1254,7792,0.20665578815244331,0.0,0.8333333333333334,5,12,1
1254_7795,1254,7795,0.0,0.0,1.0,1,1,0
1255_1748,1255,1748,0.0,0.0,1.0,1,1,0
1255_7728,1255,7728,0.005817377202937696,0.0,0.5,5,6,0
1255_7729,1255,7729,0.14964621949977006,0.0,0.9166666666666666,7,12,1
1255_7730,1255,7730,6.17049020433e-05,0.0,0.0,1,2,0
1255_7732,1255,7732,0.0971116178558082,0.0,1.2222222222222223,7,9,0
1255_7733,1255,7733,0.18393972058572114,0.0,0.0,2,2,0
1255_7734,1255,7734,0.11174972896847248,0.0,1.2857142857142858,4,7,0
1255_7735,1255,7735,0.8552586352707371,0.0,0.875,5,8,0
1255_7736,1255,7736,0.0,0.0,8.0,1,1,0
1255_7737,1255,7737,0.3333333333333333,0.0,1.3333333333333333,3,3,0
1255_7738,1255,7738,0.00372329153546215,0.0,1.0,1,2,0
1255_7740,1255,7740,0.0,0.0,1.0,1,1,0
1255_7741,1255,7741,0.19977188601957233,0.0,1.4,5,5,0
1255_7742,1255,7742,0.0,0.0,0.0,1,1,0
1255_7743,1255,7743,0.0,0.0,1.0,1,1,0
1255_7744,1255,7744,0.03201481884587598,0.0,0.25,3,4,0
1255_7745,1255,7745,0.0,0.0,0.0,1,1,0
1255_7746,1255,7746,0.33926009647584454,0.0,1.2222222222222223,1,9,0
1255_7747,1255,7747,0.00045594098277725,0.0,1.5,2,2,0
1255_7749,1255,7749,0.0024957969534551,0.0,1.0,1,2,0
1255_7751,1255,7751,0.0,0.0,1.0,1,1,0
1255_7752,1255,7752,0.0006777216174839595,0.0,1.0,2,3,0
1255_7753,1255,7753,0.7024187090179798,0.0,0.25,2,4,0
1255_7758,1255,7758,0.0,0.0,1.0,1,1,0
1255_7760,1255,7760,0.06122821412649095,0.0,3.0,1,2,0
1255_7762,1255,7762,0.0,0.0,1.0,1,1,0
1255_7763,1255,7763,0.0,0.0,0.0,1,1,0
1255_7767,1255,7767,0.0,0.0,1.0,1,1,0
1255_7865,1255,7865,0.0,0.0,2.0,1,1,0
1256_1293,1256,1293,0.0,0.0,1.0,1,1,0
1256_7704,1256,7704,0.0,0.0,2.0,1,1,0
1256_7712,1256,7712,0.0,0.0,7.0,1,1,0
1256_7723,1256,7723,0.0,0.0,0.0,1,1,0
1256_7725,1256,7725,0.05019930743985987,0.0,0.3333333333333333,5,6,0
1256_7728,1256,7728,0.4696968800758057,0.0,2.8333333333333335,5,6,0
1256_7729,1256,7729,0.12123403256527134,0.0,0.2727272727272727,5,11,1
1256_7730,1256,7730,0.0,0.0,1.0,1,1,0
1256_7731,1256,7731,0.16588410306515058,0.0,0.88,15,25,1
1256_7732,1256,7732,0.15143626858153378,0.0,1.3333333333333333,3,6,0
1256_7733,1256,7733,0.3259210358634806,0.0,0.8571428571428571,3,7,0
1256_7734,1256,7734,0.13575488562795884,0.0,1.2,8,10,0
1256_7735,1256,7735,9.322294853089755e-12,0.0,0.6666666666666666,3,3,0
1256_7736,1256,7736,0.1416937231679173,0.0,0.8333333333333334,3,6,0
1256_7737,1256,7737,2.793341756493153e-10,0.0,1.0,3,3,0
1256_7738,1256,7738,0.2561449913467863,0.0,0.8571428571428571,6,7,0
1256_7739,1256,7739,0.11892947678423099,0.0,2.5555555555555554,8,9,0
1256_7740,1256,7740,0.0,0.0,0.0,1,1,0
1256_7741,1256,7741,0.1508751412388254,0.0,0.75,9,16,1
1256_7742,1256,7742,0.9680436212111349,0.0,1.125,10,16,1
1256_7743,1256,7743,0.0,0.0,2.0,1,1,0
1256_7744,1256,7744,0.40881902901712797,0.0,1.125,7,8,0
1256_7745,1256,7745,0.18312861600116534,0.0,1.0,3,3,0
1256_7751,1256,7751,0.0,0.0,0.0,1,1,0
1256_7753,1256,7753,0.0010091849151252668,0.0,3.6666666666666665,3,3,0
1256_7754,1256,7754,1.4661488645683425e-68,0.0,0.5,2,2,0
1256_7756,1256,7756,0.18781566407378752,0.0,0.8571428571428571,3,7,0
1256_7757,1256,7757,0.0,0.0,0.0,1,1,0
1256_7761,1256,7761,0.8514138130931045,0.0,0.0,1,4,0
1256_7763,1256,7763,0.0,0.0,0.0,1,1,0
1256_7765,1256,7765,0.27991902816661496,0.0,0.25,3,4,0
1256_7768,1256,7768,0.0,0.0,0.0,1,1,0
1256_7769,1256,7769,1.1194546333376318e-41,0.0,1.5,2,2,0
